False	15	1.890625	1986.5
False	15	4.0	2065.0
False	15	6.15625	2148.0
False	15	8.265625	2244.25
False	15	10.375	2334.75
False	15	12.46875	2455.75
False	15	14.609375	2576.0
False	15	16.75	2583.5
False	15	18.859375	2530.0
False	15	21.03125	2468.75
False	15	23.1875	2437.25
False	15	25.359375	2346.0
False	15	27.46875	2320.75
False	9	29.65625	2293.25
False	15	31.765625	2273.5
False	15	33.9375	2243.5
False	15	36.109375	2208.75
False	15	38.265625	2216.5
False	15	40.421875	2203.25
False	15	42.578125	2193.25
False	15	44.703125	2176.5
False	15	46.859375	2170.75
False	15	49.015625	2168.0
False	15	51.15625	2175.5
False	15	53.3125	2161.0
False	15	55.421875	2188.0
False	15	57.578125	2183.5
False	15	59.65625	2206.5
False	15	61.78125	2225.75
False	15	63.9375	2234.0
False	15	66.046875	2266.25
False	15	68.21875	2283.5
False	15	70.328125	2329.75
False	15	72.453125	2365.25
False	15	74.578125	2385.25
False	15	76.703125	2548.5
False	15	78.8125	2613.25
False	15	80.96875	2667.0
False	15	83.203125	2739.25
False	15	85.34375	2803.5
False	15	87.46875	2887.25
False	15	89.640625	2974.25
False	15	91.765625	2937.75
False	15	93.921875	3046.0
False	15	96.0625	3083.75
False	15	98.21875	2970.25
False	15	100.40625	2885.5
False	15	102.5625	2786.75
False	15	104.703125	2713.0
False	15	106.796875	2651.25
False	15	108.9375	2583.0
False	15	111.09375	2533.5
False	15	113.25	2488.75
False	15	115.390625	2436.25
False	15	117.546875	2397.0
False	15	119.703125	2373.5
False	15	121.859375	2333.75
False	15	124.015625	2315.0
False	15	126.125	2288.0
False	15	128.296875	2263.75
False	15	130.4375	2250.0
False	15	132.640625	2245.75
False	15	134.78125	2239.75
False	15	136.921875	2236.0
False	15	139.078125	2228.5
False	15	141.21875	2229.5
False	15	143.40625	2229.75
False	15	145.515625	2247.25
False	15	147.65625	2260.5
False	15	149.8125	2264.75
False	15	151.9375	2290.5
False	15	154.125	2314.0
False	15	156.34375	2329.75
False	15	158.515625	2368.75
False	15	160.65625	2394.25
False	15	162.8125	2415.25
False	15	164.96875	2480.0
False	15	167.078125	2519.25
False	15	169.21875	2571.25
False	15	171.359375	2643.5
False	15	173.53125	2683.0
False	15	175.671875	2775.25
False	15	177.828125	2842.0
False	15	179.875	2933.75
False	15	182.015625	3015.25
False	15	184.15625	3126.75
False	15	186.3125	3266.5
False	15	188.421875	3412.0
False	15	190.578125	3493.0
False	15	192.71875	3405.5
False	15	194.875	3320.25
False	15	197.0625	3228.25
False	15	199.203125	3144.25
False	15	201.359375	3275.5
False	15	203.5625	3274.5
False	0	213.25	0.0
False	0	215.40625	0.0
False	0	217.5625	0.0
False	11	211.921875	7305.5
False	0	221.875	0.0
False	0	224.03125	0.0
False	0	226.1875	0.0
False	0	228.34375	0.0
False	0	230.5	0.0
False	0	232.65625	0.0
False	0	234.734375	0.0
False	10	229.390625	2995.0
False	0	239.046875	0.0
False	0	241.1875	0.0
False	0	243.328125	0.0
False	15	237.984375	2915.5
False	15	240.140625	2980.0
False	15	242.3125	2802.0
False	15	244.484375	2737.0
False	15	246.625	2744.75
False	15	248.765625	2770.25
False	15	250.890625	2779.5
False	15	253.03125	2813.75
False	15	255.171875	2830.0
False	15	257.296875	2870.25
False	15	259.453125	2897.25
False	15	261.609375	2776.75
False	15	263.78125	2615.75
False	15	265.96875	2467.0
False	15	268.125	2359.0
False	15	270.3125	2250.0
False	15	272.484375	2153.75
False	15	274.796875	2077.25
